tsp_6_2.txt 10 6 80  { 0 5 1 2 3 4 }
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
2902;39.2182;7913;10;0.9999;100
2648;27.0408;78438;10;0.9999;1000
2545;22.1007;783859;10;0.9999;10000
3692;77.0743;39;100;0.9;10
3278;57.2326;337;100;0.9;100
3011;44.4412;3228;100;0.9;1000
2747;31.7938;33584;100;0.9;10000
3417;63.9041;128;100;0.99;10
3118;49.5635;1134;100;0.99;100
2842;36.3309;11126;100;0.99;1000
2629;26.1295;109175;100;0.99;10000
3235;55.1847;397;100;0.999;10
2982;43.0456;3577;100;0.999;100
2723;30.6139;35467;100;0.999;1000
2573;23.4149;350694;100;0.999;10000
3097;48.5516;1229;100;0.9999;10
2865;37.4197;10977;100;0.9999;100
2664;27.7794;111409;100;0.9999;1000
2474;18.6667;1104955;100;0.9999;10000
3617;73.5108;47;1000;0.9;10
3323;59.3813;411;1000;0.9;100
2913;39.7314;4058;1000;0.9;1000
2750;31.9281;40506;1000;0.9;10000
3511;68.4125;157;1000;0.99;10
3039;45.7794;1400;1000;0.99;100
2807;34.6283;13181;1000;0.99;1000
2657;27.4388;133411;1000;0.99;10000
3252;56.0144;494;1000;0.999;10
2887;38.5036;4476;1000;0.999;100
2790;33.8465;44483;1000;0.999;1000
2523;21.0312;435701;1000;0.999;10000
3108;49.0791;1574;1000;0.9999;10
2864;37.3813;14195;1000;0.9999;100
2630;26.1535;138963;1000;0.9999;1000
2477;18.8201;1345273;1000;0.9999;10000
3473;66.6139;54;10000;0.9;10
3147;50.9688;470;10000;0.9;100
2866;37.4724;4680;10000;0.9;1000
2735;31.1942;46924;10000;0.9;10000
3263;56.5372;180;10000;0.99;10
3037;45.7026;1617;10000;0.99;100
2796;34.1199;15978;10000;0.99;1000
2627;26.0336;161623;10000;0.99;10000
3127;49.9952;572;10000;0.999;10
2921;40.1391;5131;10000;0.999;100
2690;29.06;48856;10000;0.999;1000
2534;21.5779;492419;10000;0.999;10000
3094;48.4269;1761;10000;0.9999;10
2855;36.9496;15963;10000;0.9999;100
2636;26.47;154835;10000;0.9999;1000
2468;18.3693;1556755;10000;0.9999;10000
